"SampleID","EndpointCategory","EndpointName","EndpointValue","EndpointValue Unit Ontology","EndpointValue Unit Ontology Entry","WellQ"
"waid16873acid110","Cytotoxicity (TIER1)","Cytochrome C release",216.764869436072,"","",1
"waid16867acid110","Cytotoxicity (TIER1)","Cytochrome C release",248.721943499713,"","",1
"waid16871acid110","Cytotoxicity (TIER1)","Cytochrome C release",171.959828714865,"","",1
"waid16874acid110","Cytotoxicity (TIER1)","Cytochrome C release",236.01540414266,"","",1
"waid16868acid110","Cytotoxicity (TIER1)","Cytochrome C release",240.452554942776,"","",1
"waid16945acid110","Cytotoxicity (TIER1)","Cytochrome C release",254.549982396043,"","",1
"waid16948acid110","Cytotoxicity (TIER1)","Cytochrome C release",253.459037146792,"","",1
"waid16951acid110","Cytotoxicity (TIER1)","Cytochrome C release",151.743669161708,"","",1
"waid16946acid110","Cytotoxicity (TIER1)","Cytochrome C release",242.772219380735,"","",1
"waid16949acid110","Cytotoxicity (TIER1)","Cytochrome C release",247.981882247906,"","",1
"waid16952acid110","Cytotoxicity (TIER1)","Cytochrome C release",229.257081497795,"","",1
"waid16947acid110","Cytotoxicity (TIER1)","Cytochrome C release",264.989559286053,"","",1
"waid16950acid110","Cytotoxicity (TIER1)","Cytochrome C release",242.797330197981,"","",1
"waid16953acid110","Cytotoxicity (TIER1)","Cytochrome C release",223.876759028373,"","",1
"waid16546acid110","Cytotoxicity (TIER1)","Cytochrome C release",218.909852538507,"","",1
"waid16547acid110","Cytotoxicity (TIER1)","Cytochrome C release",172.989458445496,"","",1
"waid16548acid110","Cytotoxicity (TIER1)","Cytochrome C release",221.71245819784,"","",1
"waid16642acid110","Cytotoxicity (TIER1)","Cytochrome C release",205.347520540392,"","",1
"waid16643acid110","Cytotoxicity (TIER1)","Cytochrome C release",234.501318503003,"","",1
"waid16644acid110","Cytotoxicity (TIER1)","Cytochrome C release",198.731156474557,"","",1
"waid16450acid110","Cytotoxicity (TIER1)","Cytochrome C release",360.882230653218,"","",1
"waid16451acid110","Cytotoxicity (TIER1)","Cytochrome C release",309.74108361391,"","",1
"waid16452acid110","Cytotoxicity (TIER1)","Cytochrome C release",242.667720236353,"","",1
"waid16738acid110","Cytotoxicity (TIER1)","Cytochrome C release",364.758129599239,"","",1
"waid16739acid110","Cytotoxicity (TIER1)","Cytochrome C release",322.794181301065,"","",1
"waid16740acid110","Cytotoxicity (TIER1)","Cytochrome C release",309.10632502788,"","",1
"waid16834acid110","Cytotoxicity (TIER1)","Cytochrome C release",397.492352806942,"","",1
"waid16835acid110","Cytotoxicity (TIER1)","Cytochrome C release",372.994381368151,"","",1
"waid16836acid110","Cytotoxicity (TIER1)","Cytochrome C release",411.399333210664,"","",1
"waid16876acid110","Cytotoxicity (TIER1)","Cytochrome C release",411.406880115443,"","",1
"waid16877acid110","Cytotoxicity (TIER1)","Cytochrome C release",356.254820339191,"","",1
"waid16878acid110","Cytotoxicity (TIER1)","Cytochrome C release",320.387645089418,"","",1
"waid16954acid110","Cytotoxicity (TIER1)","Cytochrome C release",352.982538743824,"","",1
"waid16955acid110","Cytotoxicity (TIER1)","Cytochrome C release",346.440059109734,"","",1
"waid16956acid110","Cytotoxicity (TIER1)","Cytochrome C release",351.489510366863,"","",1
"waid16507acid110","Cytotoxicity (TIER1)","Cytochrome C release",243.886519226137,"","",1
"waid16508acid110","Cytotoxicity (TIER1)","Cytochrome C release",340.92141684699,"","",1
"waid16509acid110","Cytotoxicity (TIER1)","Cytochrome C release",296.900258551071,"","",1
"waid16510acid110","Cytotoxicity (TIER1)","Cytochrome C release",365.105285640436,"","",1
"waid16511acid110","Cytotoxicity (TIER1)","Cytochrome C release",442.88229348225,"","",1
"waid16512acid110","Cytotoxicity (TIER1)","Cytochrome C release",396.949162198587,"","",1
"waid16513acid110","Cytotoxicity (TIER1)","Cytochrome C release",260.839970518185,"","",1
"waid16514acid110","Cytotoxicity (TIER1)","Cytochrome C release",296.945217948749,"","",1
"waid16515acid110","Cytotoxicity (TIER1)","Cytochrome C release",468.070455642461,"","",1
"waid16516acid110","Cytotoxicity (TIER1)","Cytochrome C release",422.473131851165,"","",1
"waid16517acid110","Cytotoxicity (TIER1)","Cytochrome C release",398.568300005031,"","",1
"waid16518acid110","Cytotoxicity (TIER1)","Cytochrome C release",344.334867409691,"","",1
"waid16519acid110","Cytotoxicity (TIER1)","Cytochrome C release",298.528231452192,"","",1
"waid16520acid110","Cytotoxicity (TIER1)","Cytochrome C release",321.641625851851,"","",1
"waid16521acid110","Cytotoxicity (TIER1)","Cytochrome C release",275.376584438956,"","",1
"waid16522acid110","Cytotoxicity (TIER1)","Cytochrome C release",487.292869791168,"","",1
"waid16523acid110","Cytotoxicity (TIER1)","Cytochrome C release",385.238604895251,"","",1
"waid16524acid110","Cytotoxicity (TIER1)","Cytochrome C release",349.885701343984,"","",1
"waid16795acid110","Cytotoxicity (TIER1)","Cytochrome C release",466.389448642682,"","",1
"waid16796acid110","Cytotoxicity (TIER1)","Cytochrome C release",335.516207912997,"","",1
"waid16797acid110","Cytotoxicity (TIER1)","Cytochrome C release",375.509185249804,"","",1
"waid16798acid110","Cytotoxicity (TIER1)","Cytochrome C release",420.921869779658,"","",1
"waid16799acid110","Cytotoxicity (TIER1)","Cytochrome C release",421.482066764073,"","",1
"waid16800acid110","Cytotoxicity (TIER1)","Cytochrome C release",436.560653104303,"","",1
"waid16801acid110","Cytotoxicity (TIER1)","Cytochrome C release",490.159951382497,"","",1
"waid16802acid110","Cytotoxicity (TIER1)","Cytochrome C release",349.670241063353,"","",1
"waid16803acid110","Cytotoxicity (TIER1)","Cytochrome C release",363.485843723088,"","",1
"waid16804acid110","Cytotoxicity (TIER1)","Cytochrome C release",365.785205277283,"","",1
"waid16805acid110","Cytotoxicity (TIER1)","Cytochrome C release",378.206712056161,"","",1
"waid16806acid110","Cytotoxicity (TIER1)","Cytochrome C release",410.789015569159,"","",1
"waid16807acid110","Cytotoxicity (TIER1)","Cytochrome C release",436.868100586115,"","",1
"waid16808acid110","Cytotoxicity (TIER1)","Cytochrome C release",293.877820528584,"","",1
"waid16809acid110","Cytotoxicity (TIER1)","Cytochrome C release",319.71259762873,"","",1
"waid16810acid110","Cytotoxicity (TIER1)","Cytochrome C release",347.727511048498,"","",1
"waid16811acid110","Cytotoxicity (TIER1)","Cytochrome C release",327.417927711695,"","",1
"waid16812acid110","Cytotoxicity (TIER1)","Cytochrome C release",340.172003488227,"","",1
"waid17011acid110","Cytotoxicity (TIER1)","Cytochrome C release",203.013424834068,"","",1
"waid17012acid110","Cytotoxicity (TIER1)","Cytochrome C release",298.274019689973,"","",1
"waid17013acid110","Cytotoxicity (TIER1)","Cytochrome C release",270.461252741504,"","",1
"waid17014acid110","Cytotoxicity (TIER1)","Cytochrome C release",332.295870290836,"","",1
"waid17015acid110","Cytotoxicity (TIER1)","Cytochrome C release",483.069414838716,"","",1
"waid17016acid110","Cytotoxicity (TIER1)","Cytochrome C release",400.877444091212,"","",1
"waid17017acid110","Cytotoxicity (TIER1)","Cytochrome C release",225.118885324331,"","",1
"waid17018acid110","Cytotoxicity (TIER1)","Cytochrome C release",261.560819902978,"","",1
"waid17019acid110","Cytotoxicity (TIER1)","Cytochrome C release",261.91887497132,"","",1
"waid17020acid110","Cytotoxicity (TIER1)","Cytochrome C release",333.677781913384,"","",1
"waid17021acid110","Cytotoxicity (TIER1)","Cytochrome C release",347.870473479897,"","",1
"waid17022acid110","Cytotoxicity (TIER1)","Cytochrome C release",365.132381746178,"","",1
"waid17023acid110","Cytotoxicity (TIER1)","Cytochrome C release",235.963753471621,"","",1
"waid17024acid110","Cytotoxicity (TIER1)","Cytochrome C release",276.914198964611,"","",1
"waid17025acid110","Cytotoxicity (TIER1)","Cytochrome C release",237.401713378107,"","",1
"waid17026acid110","Cytotoxicity (TIER1)","Cytochrome C release",260.497354789458,"","",1
"waid17027acid110","Cytotoxicity (TIER1)","Cytochrome C release",361.025960937453,"","",1
"waid17028acid110","Cytotoxicity (TIER1)","Cytochrome C release",337.591543296919,"","",1
"waid16585acid110","Cytotoxicity (TIER1)","Cytochrome C release",250.284467220337,"","",1
"waid16586acid110","Cytotoxicity (TIER1)","Cytochrome C release",247.690217112416,"","",1
"waid16587acid110","Cytotoxicity (TIER1)","Cytochrome C release",160.60350275718,"","",1
"waid16588acid110","Cytotoxicity (TIER1)","Cytochrome C release",184.426720045817,"","",1
"waid16589acid110","Cytotoxicity (TIER1)","Cytochrome C release",193.31959888062,"","",1
"waid16590acid110","Cytotoxicity (TIER1)","Cytochrome C release",240.824005217986,"","",1
"waid16591acid110","Cytotoxicity (TIER1)","Cytochrome C release",236.824227778384,"","",1
"waid16592acid110","Cytotoxicity (TIER1)","Cytochrome C release",213.53982881646,"","",1
"waid16593acid110","Cytotoxicity (TIER1)","Cytochrome C release",157.327794380473,"","",1
"waid16594acid110","Cytotoxicity (TIER1)","Cytochrome C release",176.344601694216,"","",1
"waid16595acid110","Cytotoxicity (TIER1)","Cytochrome C release",199.465620693774,"","",1
"waid16596acid110","Cytotoxicity (TIER1)","Cytochrome C release",223.12594742982,"","",1
"waid16597acid110","Cytotoxicity (TIER1)","Cytochrome C release",214.860817795817,"","",1
"waid16598acid110","Cytotoxicity (TIER1)","Cytochrome C release",149.549990948283,"","",1
"waid16599acid110","Cytotoxicity (TIER1)","Cytochrome C release",155.157742588539,"","",1
"waid16600acid110","Cytotoxicity (TIER1)","Cytochrome C release",186.369673273516,"","",1
"waid16601acid110","Cytotoxicity (TIER1)","Cytochrome C release",174.560207487378,"","",1
"waid16602acid110","Cytotoxicity (TIER1)","Cytochrome C release",210.027895375845,"","",1
"waid16681acid110","Cytotoxicity (TIER1)","Cytochrome C release",253.515076417768,"","",1
"waid16682acid110","Cytotoxicity (TIER1)","Cytochrome C release",178.844526710969,"","",1
"waid16683acid110","Cytotoxicity (TIER1)","Cytochrome C release",184.482321497692,"","",1
"waid16684acid110","Cytotoxicity (TIER1)","Cytochrome C release",211.548583917004,"","",1
"waid16685acid110","Cytotoxicity (TIER1)","Cytochrome C release",237.966168211059,"","",1
"waid16686acid110","Cytotoxicity (TIER1)","Cytochrome C release",251.046017520537,"","",1
"waid16687acid110","Cytotoxicity (TIER1)","Cytochrome C release",256.302503074183,"","",1
"waid16688acid110","Cytotoxicity (TIER1)","Cytochrome C release",164.422812949441,"","",1
"waid16689acid110","Cytotoxicity (TIER1)","Cytochrome C release",184.530395455741,"","",1
"waid16690acid110","Cytotoxicity (TIER1)","Cytochrome C release",196.933360424711,"","",1
"waid16691acid110","Cytotoxicity (TIER1)","Cytochrome C release",213.541053596971,"","",1
"waid16692acid110","Cytotoxicity (TIER1)","Cytochrome C release",228.250501946751,"","",1
"waid16693acid110","Cytotoxicity (TIER1)","Cytochrome C release",312.093890440815,"","",1
"waid16694acid110","Cytotoxicity (TIER1)","Cytochrome C release",165.783056430242,"","",1
"waid16695acid110","Cytotoxicity (TIER1)","Cytochrome C release",178.319021197926,"","",1
"waid16696acid110","Cytotoxicity (TIER1)","Cytochrome C release",194.723245280655,"","",1
"waid16697acid110","Cytotoxicity (TIER1)","Cytochrome C release",232.007622352126,"","",1
"waid16698acid110","Cytotoxicity (TIER1)","Cytochrome C release",227.203061780161,"","",1
"waid16837acid110","Cytotoxicity (TIER1)","Cytochrome C release",337.107419060928,"","",1
"waid16838acid110","Cytotoxicity (TIER1)","Cytochrome C release",525.098217033781,"","",1
"waid16839acid110","Cytotoxicity (TIER1)","Cytochrome C release",269.867575204427,"","",1
"waid16840acid110","Cytotoxicity (TIER1)","Cytochrome C release",246.676674268261,"","",1
"waid16841acid110","Cytotoxicity (TIER1)","Cytochrome C release",281.953737872726,"","",1
"waid16842acid110","Cytotoxicity (TIER1)","Cytochrome C release",293.850433302202,"","",1
"waid16843acid110","Cytotoxicity (TIER1)","Cytochrome C release",263.452272806945,"","",1
"waid16844acid110","Cytotoxicity (TIER1)","Cytochrome C release",493.812817874064,"","",1
"waid16845acid110","Cytotoxicity (TIER1)","Cytochrome C release",235.622713576067,"","",1
"waid16846acid110","Cytotoxicity (TIER1)","Cytochrome C release",266.551850433213,"","",1
"waid16847acid110","Cytotoxicity (TIER1)","Cytochrome C release",287.429564227944,"","",1
"waid16848acid110","Cytotoxicity (TIER1)","Cytochrome C release",268.339807701304,"","",1
"waid16849acid110","Cytotoxicity (TIER1)","Cytochrome C release",263.466603187118,"","",1
"waid16850acid110","Cytotoxicity (TIER1)","Cytochrome C release",562.384778198484,"","",1
"waid16851acid110","Cytotoxicity (TIER1)","Cytochrome C release",258.054016406952,"","",1
"waid16852acid110","Cytotoxicity (TIER1)","Cytochrome C release",257.262180629918,"","",1
"waid16853acid110","Cytotoxicity (TIER1)","Cytochrome C release",262.02257606581,"","",1
"waid16854acid110","Cytotoxicity (TIER1)","Cytochrome C release",262.161862957563,"","",1
"waid16603acid110","Cytotoxicity (TIER1)","Cytochrome C release",233.707038134443,"","",1
"waid16612acid110","Cytotoxicity (TIER1)","Cytochrome C release",214.275825056354,"","",1
"waid16613acid110","Cytotoxicity (TIER1)","Cytochrome C release",216.252106329997,"","",1
"waid16614acid110","Cytotoxicity (TIER1)","Cytochrome C release",221.224446506821,"","",1
"waid16604acid110","Cytotoxicity (TIER1)","Cytochrome C release",219.604944542045,"","",1
"waid16605acid110","Cytotoxicity (TIER1)","Cytochrome C release",174.802042461548,"","",1
"waid16606acid110","Cytotoxicity (TIER1)","Cytochrome C release",188.368369219282,"","",1
"waid16607acid110","Cytotoxicity (TIER1)","Cytochrome C release",201.794239958064,"","",1
"waid16608acid110","Cytotoxicity (TIER1)","Cytochrome C release",189.311300572347,"","",1
"waid16609acid110","Cytotoxicity (TIER1)","Cytochrome C release",184.523765127746,"","",1
"waid16610acid110","Cytotoxicity (TIER1)","Cytochrome C release",189.559228894791,"","",1
"waid16611acid110","Cytotoxicity (TIER1)","Cytochrome C release",196.235085264853,"","",1
"waid16699acid110","Cytotoxicity (TIER1)","Cytochrome C release",258.271474415202,"","",1
"waid16708acid110","Cytotoxicity (TIER1)","Cytochrome C release",234.084129471735,"","",1
"waid16709acid110","Cytotoxicity (TIER1)","Cytochrome C release",218.670949569096,"","",1
"waid16710acid110","Cytotoxicity (TIER1)","Cytochrome C release",201.646572155657,"","",1
"waid16700acid110","Cytotoxicity (TIER1)","Cytochrome C release",254.447637195672,"","",1
"waid16701acid110","Cytotoxicity (TIER1)","Cytochrome C release",222.993621171111,"","",1
"waid16702acid110","Cytotoxicity (TIER1)","Cytochrome C release",245.490089448498,"","",1
"waid16703acid110","Cytotoxicity (TIER1)","Cytochrome C release",263.567137854069,"","",1
"waid16704acid110","Cytotoxicity (TIER1)","Cytochrome C release",225.635951228785,"","",1
"waid16705acid110","Cytotoxicity (TIER1)","Cytochrome C release",234.370087507024,"","",1
"waid16706acid110","Cytotoxicity (TIER1)","Cytochrome C release",231.248252865951,"","",1
"waid16707acid110","Cytotoxicity (TIER1)","Cytochrome C release",208.142612234205,"","",1
"waid16525acid110","Cytotoxicity (TIER1)","Cytochrome C release",446.126852859608,"","",1
"waid16534acid110","Cytotoxicity (TIER1)","Cytochrome C release",359.399841439488,"","",1
"waid16535acid110","Cytotoxicity (TIER1)","Cytochrome C release",280.715464309149,"","",1
"waid16536acid110","Cytotoxicity (TIER1)","Cytochrome C release",289.574659084129,"","",1
"waid16526acid110","Cytotoxicity (TIER1)","Cytochrome C release",392.899872712178,"","",1
"waid16527acid110","Cytotoxicity (TIER1)","Cytochrome C release",385.614668401558,"","",1
"waid16528acid110","Cytotoxicity (TIER1)","Cytochrome C release",369.342893490688,"","",1
"waid16529acid110","Cytotoxicity (TIER1)","Cytochrome C release",431.192176677839,"","",1
"waid16530acid110","Cytotoxicity (TIER1)","Cytochrome C release",338.985503884576,"","",1
"waid16531acid110","Cytotoxicity (TIER1)","Cytochrome C release",329.15310853328,"","",1
"waid16532acid110","Cytotoxicity (TIER1)","Cytochrome C release",697.003563160553,"","",1
"waid16533acid110","Cytotoxicity (TIER1)","Cytochrome C release",307.017726059002,"","",1
"waid16813acid110","Cytotoxicity (TIER1)","Cytochrome C release",455.511643570776,"","",1
"waid16822acid110","Cytotoxicity (TIER1)","Cytochrome C release",359.641325030165,"","",1
"waid16823acid110","Cytotoxicity (TIER1)","Cytochrome C release",333.756278367422,"","",1
"waid16824acid110","Cytotoxicity (TIER1)","Cytochrome C release",310.749292245529,"","",1
"waid16814acid110","Cytotoxicity (TIER1)","Cytochrome C release",445.935985538464,"","",1
"waid16815acid110","Cytotoxicity (TIER1)","Cytochrome C release",382.961204226103,"","",1
"waid16816acid110","Cytotoxicity (TIER1)","Cytochrome C release",444.032287583864,"","",1
"waid16817acid110","Cytotoxicity (TIER1)","Cytochrome C release",436.499156510339,"","",1
"waid16818acid110","Cytotoxicity (TIER1)","Cytochrome C release",361.495900104474,"","",1
"waid16819acid110","Cytotoxicity (TIER1)","Cytochrome C release",339.113901609523,"","",1
"waid16820acid110","Cytotoxicity (TIER1)","Cytochrome C release",338.709832397671,"","",1
"waid16821acid110","Cytotoxicity (TIER1)","Cytochrome C release",334.418251171429,"","",1
"waid16855acid110","Cytotoxicity (TIER1)","Cytochrome C release",287.823276740741,"","",1
"waid16864acid110","Cytotoxicity (TIER1)","Cytochrome C release",329.7668182873,"","",1
"waid16865acid110","Cytotoxicity (TIER1)","Cytochrome C release",281.320587794654,"","",1
"waid16866acid110","Cytotoxicity (TIER1)","Cytochrome C release",294.454426123197,"","",1
"waid16856acid110","Cytotoxicity (TIER1)","Cytochrome C release",308.779738398618,"","",1
"waid16857acid110","Cytotoxicity (TIER1)","Cytochrome C release",320.194575255104,"","",1
"waid16858acid110","Cytotoxicity (TIER1)","Cytochrome C release",350.584218074852,"","",1
"waid16859acid110","Cytotoxicity (TIER1)","Cytochrome C release",372.723207438895,"","",1
"waid16860acid110","Cytotoxicity (TIER1)","Cytochrome C release",259.312004428418,"","",1
"waid16861acid110","Cytotoxicity (TIER1)","Cytochrome C release",357.191678599467,"","",1
"waid16862acid110","Cytotoxicity (TIER1)","Cytochrome C release",333.721939107257,"","",1
"waid16863acid110","Cytotoxicity (TIER1)","Cytochrome C release",359.799232650639,"","",1
"waid16920acid110","Cytotoxicity (TIER1)","Cytochrome C release",396.490689012139,"","",1
"waid16917acid110","Cytotoxicity (TIER1)","Cytochrome C release",345.636667114271,"","",1
"waid16918acid110","Cytotoxicity (TIER1)","Cytochrome C release",299.299167848244,"","",1
"waid16919acid110","Cytotoxicity (TIER1)","Cytochrome C release",291.373770510757,"","",1
"waid16921acid110","Cytotoxicity (TIER1)","Cytochrome C release",348.653510804004,"","",1
"waid16922acid110","Cytotoxicity (TIER1)","Cytochrome C release",378.342290325867,"","",1
"waid16923acid110","Cytotoxicity (TIER1)","Cytochrome C release",343.453126238519,"","",1
"waid16924acid110","Cytotoxicity (TIER1)","Cytochrome C release",338.075093015779,"","",1
"waid16925acid110","Cytotoxicity (TIER1)","Cytochrome C release",301.983181644457,"","",1
"waid16926acid110","Cytotoxicity (TIER1)","Cytochrome C release",361.762886157739,"","",1
"waid16915acid110","Cytotoxicity (TIER1)","Cytochrome C release",330.205385406271,"","",1
"waid16916acid110","Cytotoxicity (TIER1)","Cytochrome C release",365.861170079545,"","",1
"waid17029acid110","Cytotoxicity (TIER1)","Cytochrome C release",433.788512846281,"","",1
"waid17038acid110","Cytotoxicity (TIER1)","Cytochrome C release",337.547070048468,"","",1
"waid17039acid110","Cytotoxicity (TIER1)","Cytochrome C release",333.964685006051,"","",1
"waid17040acid110","Cytotoxicity (TIER1)","Cytochrome C release",293.431694817192,"","",1
"waid17030acid110","Cytotoxicity (TIER1)","Cytochrome C release",388.989283191601,"","",1
"waid17031acid110","Cytotoxicity (TIER1)","Cytochrome C release",387.667389793639,"","",1
"waid17032acid110","Cytotoxicity (TIER1)","Cytochrome C release",462.808350934273,"","",1
"waid17033acid110","Cytotoxicity (TIER1)","Cytochrome C release",383.270862825132,"","",1
"waid17034acid110","Cytotoxicity (TIER1)","Cytochrome C release",337.053047391113,"","",1
"waid17035acid110","Cytotoxicity (TIER1)","Cytochrome C release",341.145875365536,"","",1
"waid17036acid110","Cytotoxicity (TIER1)","Cytochrome C release",330.738018498192,"","",1
"waid17037acid110","Cytotoxicity (TIER1)","Cytochrome C release",319.64904486536,"","",1
"waid16537acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",26.0027422303473,"","",1
"waid16540acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",25.6930693069307,"","",1
"waid16543acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",29.925262748151,"","",1
"waid16538acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",30.9541984732824,"","",1
"waid16541acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",27.7952218430034,"","",1
"waid16544acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",29.7120544653584,"","",1
"waid16539acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",25.7548672566372,"","",1
"waid16542acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",19.6367112810707,"","",1
"waid16545acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",28.3102134146341,"","",1
"waid16633acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",22.660447761194,"","",1
"waid16636acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",14.1899159663866,"","",1
"waid16639acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",21.5140740740741,"","",1
"waid16634acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",21.0119680851064,"","",1
"waid16637acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",16.9642857142857,"","",1
"waid16640acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",23.0145582329317,"","",1
"waid16635acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",21.7079831932773,"","",1
"waid16638acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",17.0562248995984,"","",1
"waid16641acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",25.9643947100712,"","",1
"waid16441acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",30.0412550842533,"","",1
"waid16444acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",25.3091976516634,"","",1
"waid16447acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",28.1206423815119,"","",1
"waid16442acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",28.6014492753623,"","",1
"waid16445acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",23.8859504132231,"","",1
"waid16448acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",30.1258599757183,"","",1
"waid16443acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",29.7488,"","",1
"waid16446acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",26.3853530950305,"","",1
"waid16449acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",31.1485604606526,"","",1
"waid16729acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",21.9955654101996,"","",1
"waid16732acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",17.0715036803365,"","",1
"waid16735acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",21.9876923076923,"","",1
"waid16730acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",21.6513513513514,"","",1
"waid16733acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",14.428,"","",1
"waid16736acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",22.2712384851586,"","",1
"waid16731acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",19.2076069730586,"","",1
"waid16734acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",16.2095588235294,"","",1
"waid16737acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",24.5174650698603,"","",1
"waid16825acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",21.0542941757157,"","",1
"waid16828acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",27.6430555555556,"","",1
"waid16831acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",34.27847346452,"","",1
"waid16826acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",21.9905566600398,"","",1
"waid16829acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",31.0959843290891,"","",1
"waid16832acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",35.051637279597,"","",1
"waid16827acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",22.030487804878,"","",1
"waid16830acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",29.7218710493047,"","",1
"waid16833acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",33.622237106497,"","",1
"waid16869acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",24.6043956043956,"","",1
"waid16872acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",25.8569384835479,"","",1
"waid16875acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",25.1874092009685,"","",1
"waid16870acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",25.7309192200557,"","",1
"waid16873acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",19.314318975553,"","",1
"waid16867acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",27.1221771858715,"","",1
"waid16871acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",29.6940942269409,"","",1
"waid16874acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",22.0145251396648,"","",1
"waid16868acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",26.2625250501002,"","",1
"waid16945acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",21.4482917820868,"","",1
"waid16948acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",21.6811797752809,"","",1
"waid16951acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",23.3440530883104,"","",1
"waid16946acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",22.7449509521062,"","",1
"waid16949acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",19.0928899082569,"","",1
"waid16952acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",24.1709816612729,"","",1
"waid16947acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",33.6291390728477,"","",1
"waid16950acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",21.1358695652174,"","",1
"waid16953acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",25.364712847839,"","",1
"waid16546acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",11.3474820143885,"","",1
"waid16547acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",12.4301113905857,"","",1
"waid16548acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",10.5394088669951,"","",1
"waid16642acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",10.2235169491525,"","",1
"waid16643acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",11.7773089545241,"","",1
"waid16644acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",12.5430879712747,"","",1
"waid16450acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",12.8253308128544,"","",1
"waid16451acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",12.1664156626506,"","",1
"waid16452acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",15.9173333333333,"","",1
"waid16738acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",10.0604026845638,"","",1
"waid16739acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",12.2589605734767,"","",1
"waid16740acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",12.7710120068611,"","",1
"waid16834acid112","Cytotoxicity (TIER1)","Mitochondrial mass changes",19.9150831353919,"","",1
