"SampleID","EndpointCategory","EndpointName","EndpointValue","EndpointValue Unit Ontology","EndpointValue Unit Ontology Entry","WellQ"
"waid373103acid1276","NF-kB","NF-kB nuclear content",36.467939213464,"","",1
"waid373104acid1276","NF-kB","NF-kB nuclear content",70.337905995062,"","",1
"waid373105acid1276","NF-kB","NF-kB nuclear content",35.4859265282617,"","",1
"waid373106acid1276","NF-kB","NF-kB nuclear content",25.8211095828115,"","",1
"waid373107acid1276","NF-kB","NF-kB nuclear content",22.1484800865576,"","",1
"waid373108acid1276","NF-kB","NF-kB nuclear content",26.2846472190141,"","",1
"waid373109acid1276","NF-kB","NF-kB nuclear content",33.175978573079,"","",1
"waid373110acid1276","NF-kB","NF-kB nuclear content",66.6673901893665,"","",1
"waid373111acid1276","NF-kB","NF-kB nuclear content",34.929131899183,"","",1
"waid373112acid1276","NF-kB","NF-kB nuclear content",25.9428391134005,"","",1
"waid373113acid1276","NF-kB","NF-kB nuclear content",24.1235984211483,"","",1
"waid373114acid1276","NF-kB","NF-kB nuclear content",27.7085771913917,"","",1
"waid373115acid1276","NF-kB","NF-kB nuclear content",29.9968942444933,"","",1
"waid373194acid1276","NF-kB","NF-kB nuclear content",82.1810018196653,"","",1
"waid373195acid1276","NF-kB","NF-kB nuclear content",32.6736254848809,"","",1
"waid373196acid1276","NF-kB","NF-kB nuclear content",26.197588689179,"","",1
"waid373197acid1276","NF-kB","NF-kB nuclear content",28.5573399897105,"","",1
"waid373198acid1276","NF-kB","NF-kB nuclear content",33.9199523338056,"","",1
"waid373199acid1276","NF-kB","NF-kB nuclear content",40.4437969188064,"","",1
"waid373200acid1276","NF-kB","NF-kB nuclear content",81.2897742388645,"","",1
"waid373201acid1276","NF-kB","NF-kB nuclear content",35.2182943098705,"","",1
"waid373202acid1276","NF-kB","NF-kB nuclear content",25.5745415319362,"","",1
"waid373203acid1276","NF-kB","NF-kB nuclear content",27.8257074004148,"","",1
"waid373204acid1276","NF-kB","NF-kB nuclear content",34.5625222803582,"","",1
"waid373205acid1276","NF-kB","NF-kB nuclear content",38.0469481691471,"","",1
"waid373206acid1276","NF-kB","NF-kB nuclear content",83.0709970912691,"","",1
"waid373207acid1276","NF-kB","NF-kB nuclear content",31.8481224009521,"","",1
"waid373208acid1276","NF-kB","NF-kB nuclear content",24.3813275085826,"","",1
"waid373209acid1276","NF-kB","NF-kB nuclear content",31.3347424613854,"","",1
"waid373210acid1276","NF-kB","NF-kB nuclear content",32.6019054881767,"","",1
"waid373211acid1276","NF-kB","NF-kB nuclear content",39.1528504506885,"","",1
"waid373404acid1276","NF-kB","NF-kB nuclear content",9.91787879285437,"","",1
"waid373405acid1276","NF-kB","NF-kB nuclear content",14.4961866760584,"","",1
"waid373406acid1276","NF-kB","NF-kB nuclear content",17.8438821723267,"","",1
"waid373407acid1276","NF-kB","NF-kB nuclear content",29.1402723462757,"","",1
"waid373408acid1276","NF-kB","NF-kB nuclear content",43.3327498197365,"","",1
"waid373409acid1276","NF-kB","NF-kB nuclear content",46.4532116851023,"","",1
"waid373410acid1276","NF-kB","NF-kB nuclear content",13.4796217961302,"","",1
"waid373411acid1276","NF-kB","NF-kB nuclear content",12.8555780904946,"","",1
"waid373412acid1276","NF-kB","NF-kB nuclear content",15.4629364121598,"","",1
"waid373413acid1276","NF-kB","NF-kB nuclear content",27.628176285723,"","",1
"waid373414acid1276","NF-kB","NF-kB nuclear content",38.8360315246621,"","",1
"waid373415acid1276","NF-kB","NF-kB nuclear content",42.66215672006,"","",1
"waid373416acid1276","NF-kB","NF-kB nuclear content",13.0823023342397,"","",1
"waid373417acid1276","NF-kB","NF-kB nuclear content",13.3206739679508,"","",1
"waid373418acid1276","NF-kB","NF-kB nuclear content",18.9385513279353,"","",1
"waid373419acid1276","NF-kB","NF-kB nuclear content",28.2135470247698,"","",1
"waid373420acid1276","NF-kB","NF-kB nuclear content",38.1962010868243,"","",1
"waid373421acid1276","NF-kB","NF-kB nuclear content",45.2236634500843,"","",1
"waid373596acid1276","NF-kB","NF-kB nuclear content",69.2380446639296,"","",1
"waid373597acid1276","NF-kB","NF-kB nuclear content",70.3692593224617,"","",1
"waid373598acid1276","NF-kB","NF-kB nuclear content",64.9608145831193,"","",1
"waid373599acid1276","NF-kB","NF-kB nuclear content",68.142992972616,"","",1
"waid373600acid1276","NF-kB","NF-kB nuclear content",69.6500369985385,"","",1
"waid373601acid1276","NF-kB","NF-kB nuclear content",70.8738694385838,"","",1
"waid373602acid1276","NF-kB","NF-kB nuclear content",74.363165119336,"","",1
"waid373603acid1276","NF-kB","NF-kB nuclear content",77.2044217873434,"","",1
"waid373604acid1276","NF-kB","NF-kB nuclear content",64.0978953825568,"","",1
"waid373605acid1276","NF-kB","NF-kB nuclear content",72.7223639778036,"","",1
"waid373606acid1276","NF-kB","NF-kB nuclear content",71.7359894137706,"","",1
"waid373607acid1276","NF-kB","NF-kB nuclear content",68.6200517738795,"","",1
"waid373608acid1276","NF-kB","NF-kB nuclear content",75.5009715906571,"","",1
"waid373609acid1276","NF-kB","NF-kB nuclear content",75.9849171284386,"","",1
"waid373610acid1276","NF-kB","NF-kB nuclear content",75.8684460186891,"","",1
"waid373611acid1276","NF-kB","NF-kB nuclear content",76.8417701983429,"","",1
"waid373612acid1276","NF-kB","NF-kB nuclear content",77.7811476108035,"","",1
"waid373613acid1276","NF-kB","NF-kB nuclear content",74.7343972093321,"","",1
"waid373116acid1276","NF-kB","NF-kB nuclear content",23.1876954094758,"","",1
"waid373117acid1276","NF-kB","NF-kB nuclear content",37.3927783526494,"","",1
"waid373118acid1276","NF-kB","NF-kB nuclear content",24.031612241344,"","",1
"waid373119acid1276","NF-kB","NF-kB nuclear content",25.5201307911447,"","",1
"waid373120acid1276","NF-kB","NF-kB nuclear content",26.1080573508254,"","",1
"waid373121acid1276","NF-kB","NF-kB nuclear content",32.8654208650532,"","",1
"waid373122acid1276","NF-kB","NF-kB nuclear content",23.3095434785602,"","",1
"waid373123acid1276","NF-kB","NF-kB nuclear content",32.9263704436099,"","",1
"waid373124acid1276","NF-kB","NF-kB nuclear content",23.2256025379735,"","",1
"waid373125acid1276","NF-kB","NF-kB nuclear content",27.9788049483058,"","",1
"waid373126acid1276","NF-kB","NF-kB nuclear content",29.4325637006743,"","",1
"waid373127acid1276","NF-kB","NF-kB nuclear content",36.7800285159446,"","",1
"waid373128acid1276","NF-kB","NF-kB nuclear content",22.4907133973145,"","",1
"waid373129acid1276","NF-kB","NF-kB nuclear content",33.7211283060088,"","",1
"waid373130acid1276","NF-kB","NF-kB nuclear content",26.17711722577,"","",1
"waid373131acid1276","NF-kB","NF-kB nuclear content",25.3762282168253,"","",1
"waid373132acid1276","NF-kB","NF-kB nuclear content",28.3079736507379,"","",1
"waid373133acid1276","NF-kB","NF-kB nuclear content",37.5405742863636,"","",1
"waid373212acid1276","NF-kB","NF-kB nuclear content",25.3205057732819,"","",1
"waid373213acid1276","NF-kB","NF-kB nuclear content",29.6497357645855,"","",1
"waid373214acid1276","NF-kB","NF-kB nuclear content",24.240950827009,"","",1
"waid373215acid1276","NF-kB","NF-kB nuclear content",27.8091859604837,"","",1
"waid373216acid1276","NF-kB","NF-kB nuclear content",33.3818774965594,"","",1
"waid373217acid1276","NF-kB","NF-kB nuclear content",39.720732554355,"","",1
"waid373218acid1276","NF-kB","NF-kB nuclear content",31.1551122573178,"","",1
"waid373219acid1276","NF-kB","NF-kB nuclear content",27.6741850424476,"","",1
"waid373220acid1276","NF-kB","NF-kB nuclear content",24.2623904842892,"","",1
"waid373221acid1276","NF-kB","NF-kB nuclear content",30.0305683098714,"","",1
"waid373222acid1276","NF-kB","NF-kB nuclear content",34.567533226945,"","",1
"waid373223acid1276","NF-kB","NF-kB nuclear content",41.6461650438731,"","",1
"waid373224acid1276","NF-kB","NF-kB nuclear content",28.4710512706851,"","",1
"waid373225acid1276","NF-kB","NF-kB nuclear content",29.9584210331097,"","",1
"waid373226acid1276","NF-kB","NF-kB nuclear content",26.2385661078229,"","",1
"waid373227acid1276","NF-kB","NF-kB nuclear content",30.4165025744385,"","",1
"waid373228acid1276","NF-kB","NF-kB nuclear content",35.8478394521524,"","",1
"waid373229acid1276","NF-kB","NF-kB nuclear content",42.6138053816311,"","",1
"waid373020acid1276","NF-kB","NF-kB nuclear content",152.297970528856,"","",1
"waid373021acid1276","NF-kB","NF-kB nuclear content",51.1754856927119,"","",1
"waid373022acid1276","NF-kB","NF-kB nuclear content",39.0049213720559,"","",1
"waid373023acid1276","NF-kB","NF-kB nuclear content",42.7218154514573,"","",1
"waid373024acid1276","NF-kB","NF-kB nuclear content",51.389547092244,"","",1
"waid373025acid1276","NF-kB","NF-kB nuclear content",72.3918828515866,"","",1
"waid373026acid1276","NF-kB","NF-kB nuclear content",141.418426889088,"","",1
"waid373027acid1276","NF-kB","NF-kB nuclear content",54.5839671781459,"","",1
"waid373028acid1276","NF-kB","NF-kB nuclear content",46.0654715588706,"","",1
"waid373029acid1276","NF-kB","NF-kB nuclear content",37.2448745184636,"","",1
"waid373030acid1276","NF-kB","NF-kB nuclear content",48.7530948985952,"","",1
"waid373031acid1276","NF-kB","NF-kB nuclear content",65.536465719646,"","",1
"waid373032acid1276","NF-kB","NF-kB nuclear content",138.504103790441,"","",1
"waid373033acid1276","NF-kB","NF-kB nuclear content",49.9724546440881,"","",1
"waid373034acid1276","NF-kB","NF-kB nuclear content",41.0682363816361,"","",1
"waid373035acid1276","NF-kB","NF-kB nuclear content",37.3380636770965,"","",1
"waid373036acid1276","NF-kB","NF-kB nuclear content",47.8300645145694,"","",1
"waid373037acid1276","NF-kB","NF-kB nuclear content",61.2668907247504,"","",1
"waid373500acid1276","NF-kB","NF-kB nuclear content",59.7703232217003,"","",1
"waid373501acid1276","NF-kB","NF-kB nuclear content",20.3587725302173,"","",1
"waid373502acid1276","NF-kB","NF-kB nuclear content",18.1137159601456,"","",1
"waid373503acid1276","NF-kB","NF-kB nuclear content",43.1112077113487,"","",1
"waid373504acid1276","NF-kB","NF-kB nuclear content",69.573950687332,"","",1
"waid373505acid1276","NF-kB","NF-kB nuclear content",81.9771949236852,"","",1
"waid373506acid1276","NF-kB","NF-kB nuclear content",56.1526498152345,"","",1
"waid373507acid1276","NF-kB","NF-kB nuclear content",20.9999385867191,"","",1
"waid373508acid1276","NF-kB","NF-kB nuclear content",16.4925341261376,"","",1
"waid373509acid1276","NF-kB","NF-kB nuclear content",35.5739941510286,"","",1
"waid373510acid1276","NF-kB","NF-kB nuclear content",64.3800695120616,"","",1
"waid373511acid1276","NF-kB","NF-kB nuclear content",78.1964742957076,"","",1
"waid373512acid1276","NF-kB","NF-kB nuclear content",54.782866314833,"","",1
"waid373513acid1276","NF-kB","NF-kB nuclear content",25.5518793292393,"","",1
"waid373514acid1276","NF-kB","NF-kB nuclear content",18.7998414263137,"","",1
"waid373515acid1276","NF-kB","NF-kB nuclear content",44.8747860116622,"","",1
"waid373516acid1276","NF-kB","NF-kB nuclear content",73.7880060480761,"","",1
"waid373517acid1276","NF-kB","NF-kB nuclear content",86.9232316443183,"","",1
"waid373308acid1276","NF-kB","NF-kB nuclear content",151.553476589059,"","",1
"waid373309acid1276","NF-kB","NF-kB nuclear content",65.7302943579087,"","",1
"waid373310acid1276","NF-kB","NF-kB nuclear content",43.2218607188192,"","",1
"waid373311acid1276","NF-kB","NF-kB nuclear content",50.2112764716937,"","",1
"waid373312acid1276","NF-kB","NF-kB nuclear content",59.5211040482425,"","",1
"waid373313acid1276","NF-kB","NF-kB nuclear content",81.0416945883915,"","",1
"waid373314acid1276","NF-kB","NF-kB nuclear content",147.393770195115,"","",1
"waid373315acid1276","NF-kB","NF-kB nuclear content",56.599374721368,"","",1
"waid373316acid1276","NF-kB","NF-kB nuclear content",43.6085150206232,"","",1
"waid373317acid1276","NF-kB","NF-kB nuclear content",54.9571808916222,"","",1
"waid373318acid1276","NF-kB","NF-kB nuclear content",70.6494298929938,"","",1
"waid373319acid1276","NF-kB","NF-kB nuclear content",87.378698065703,"","",1
"waid373320acid1276","NF-kB","NF-kB nuclear content",130.999698914881,"","",1
"waid373321acid1276","NF-kB","NF-kB nuclear content",58.5528536145401,"","",1
"waid373322acid1276","NF-kB","NF-kB nuclear content",48.4594247253564,"","",1
"waid373323acid1276","NF-kB","NF-kB nuclear content",60.3065172593396,"","",1
"waid373324acid1276","NF-kB","NF-kB nuclear content",70.4570678223118,"","",1
"waid373325acid1276","NF-kB","NF-kB nuclear content",84.9549343685851,"","",1
"waid373692acid1276","NF-kB","NF-kB nuclear content",102.54542991006,"","",1
"waid373693acid1276","NF-kB","NF-kB nuclear content",47.327286733801,"","",1
"waid373694acid1276","NF-kB","NF-kB nuclear content",34.3106465693071,"","",1
"waid373695acid1276","NF-kB","NF-kB nuclear content",44.3924927024742,"","",1
"waid373696acid1276","NF-kB","NF-kB nuclear content",43.5163508242749,"","",1
"waid373697acid1276","NF-kB","NF-kB nuclear content",43.7489014693456,"","",1
"waid373698acid1276","NF-kB","NF-kB nuclear content",99.5626832641247,"","",1
"waid373699acid1276","NF-kB","NF-kB nuclear content",46.7760530401416,"","",1
"waid373700acid1276","NF-kB","NF-kB nuclear content",38.0163456806847,"","",1
"waid373701acid1276","NF-kB","NF-kB nuclear content",43.3761577318704,"","",1
"waid373702acid1276","NF-kB","NF-kB nuclear content",45.9257166147846,"","",1
"waid373703acid1276","NF-kB","NF-kB nuclear content",41.2221059619491,"","",1
"waid373704acid1276","NF-kB","NF-kB nuclear content",93.0803567374291,"","",1
"waid373705acid1276","NF-kB","NF-kB nuclear content",43.8378989632225,"","",1
"waid373706acid1276","NF-kB","NF-kB nuclear content",35.5971844388954,"","",1
"waid373707acid1276","NF-kB","NF-kB nuclear content",42.5895124952954,"","",1
"waid373708acid1276","NF-kB","NF-kB nuclear content",43.3681502099621,"","",1
"waid373709acid1276","NF-kB","NF-kB nuclear content",40.9412833732308,"","",1
"waid373338acid1276","NF-kB","NF-kB nuclear content",147.936120016407,"","",1
"waid373341acid1276","NF-kB","NF-kB nuclear content",140.042763925304,"","",1
"waid373344acid1276","NF-kB","NF-kB nuclear content",135.156288065728,"","",1
"waid373339acid1276","NF-kB","NF-kB nuclear content",153.809549201027,"","",1
"waid373342acid1276","NF-kB","NF-kB nuclear content",137.551528807287,"","",1
"waid373345acid1276","NF-kB","NF-kB nuclear content",126.467907427586,"","",1
"waid373340acid1276","NF-kB","NF-kB nuclear content",146.384217094211,"","",1
"waid373343acid1276","NF-kB","NF-kB nuclear content",136.410334660562,"","",1
"waid373346acid1276","NF-kB","NF-kB nuclear content",131.910339453292,"","",1
"waid373530acid1276","NF-kB","NF-kB nuclear content",149.887111519067,"","",1
"waid373533acid1276","NF-kB","NF-kB nuclear content",139.531771133244,"","",1
"waid373536acid1276","NF-kB","NF-kB nuclear content",143.912257906192,"","",1
"waid373531acid1276","NF-kB","NF-kB nuclear content",171.538572318414,"","",1
"waid373534acid1276","NF-kB","NF-kB nuclear content",143.460798862856,"","",1
"waid373537acid1276","NF-kB","NF-kB nuclear content",141.05318430613,"","",1
"waid373532acid1276","NF-kB","NF-kB nuclear content",166.666612474639,"","",1
"waid373535acid1276","NF-kB","NF-kB nuclear content",150.761993268276,"","",1
"waid373538acid1276","NF-kB","NF-kB nuclear content",144.475935176458,"","",1
"waid372954acid1276","NF-kB","NF-kB nuclear content",299.111244506032,"","",1
"waid372957acid1276","NF-kB","NF-kB nuclear content",242.569235980799,"","",1
"waid372960acid1276","NF-kB","NF-kB nuclear content",213.66601527569,"","",1
"waid372955acid1276","NF-kB","NF-kB nuclear content",268.745348277533,"","",1
"waid372958acid1276","NF-kB","NF-kB nuclear content",257.860475229559,"","",1
"waid372961acid1276","NF-kB","NF-kB nuclear content",216.050133141133,"","",1
"waid372956acid1276","NF-kB","NF-kB nuclear content",276.365896128198,"","",1
"waid372959acid1276","NF-kB","NF-kB nuclear content",227.253955619634,"","",1
"waid372962acid1276","NF-kB","NF-kB nuclear content",214.010857845215,"","",1
"waid373434acid1276","NF-kB","NF-kB nuclear content",305.658606353883,"","",1
"waid373437acid1276","NF-kB","NF-kB nuclear content",257.325169246975,"","",1
"waid373440acid1276","NF-kB","NF-kB nuclear content",208.289871753975,"","",1
"waid373435acid1276","NF-kB","NF-kB nuclear content",256.417937909784,"","",1
"waid373438acid1276","NF-kB","NF-kB nuclear content",260.48927474256,"","",1
"waid373441acid1276","NF-kB","NF-kB nuclear content",213.408044255165,"","",1
"waid373436acid1276","NF-kB","NF-kB nuclear content",279.383544126282,"","",1
"waid373439acid1276","NF-kB","NF-kB nuclear content",237.229794578243,"","",1
"waid373442acid1276","NF-kB","NF-kB nuclear content",210.650371397361,"","",1
"waid373242acid1276","NF-kB","NF-kB nuclear content",284.510646134753,"","",1
"waid373245acid1276","NF-kB","NF-kB nuclear content",265.10772487172,"","",1
"waid373248acid1276","NF-kB","NF-kB nuclear content",201.503023041179,"","",1
"waid373243acid1276","NF-kB","NF-kB nuclear content",268.122339026582,"","",1
"waid373246acid1276","NF-kB","NF-kB nuclear content",199.6874165102,"","",1
"waid373249acid1276","NF-kB","NF-kB nuclear content",185.951552663092,"","",1
"waid373244acid1276","NF-kB","NF-kB nuclear content",262.670837045904,"","",1
"waid373247acid1276","NF-kB","NF-kB nuclear content",180.319647369031,"","",1
"waid373250acid1276","NF-kB","NF-kB nuclear content",214.23951588899,"","",1
"waid373626acid1276","NF-kB","NF-kB nuclear content",96.4093462615505,"","",1
"waid373629acid1276","NF-kB","NF-kB nuclear content",81.6555656942022,"","",1
"waid373632acid1276","NF-kB","NF-kB nuclear content",70.2163775582867,"","",1
"waid373627acid1276","NF-kB","NF-kB nuclear content",93.5539159324635,"","",1
"waid373630acid1276","NF-kB","NF-kB nuclear content",81.5306175848138,"","",1
"waid373633acid1276","NF-kB","NF-kB nuclear content",70.2204682920657,"","",1
"waid373628acid1276","NF-kB","NF-kB nuclear content",96.2436932733569,"","",1
"waid373631acid1276","NF-kB","NF-kB nuclear content",74.1365142027428,"","",1
"waid373634acid1276","NF-kB","NF-kB nuclear content",70.9729575498368,"","",1
"waid373050acid1276","NF-kB","NF-kB nuclear content",156.190024913659,"","",1
"waid373053acid1276","NF-kB","NF-kB nuclear content",145.202043266876,"","",1
"waid373056acid1276","NF-kB","NF-kB nuclear content",129.3034610973,"","",1
"waid373051acid1276","NF-kB","NF-kB nuclear content",155.835101605842,"","",1
"waid373054acid1276","NF-kB","NF-kB nuclear content",148.82435798223,"","",1
"waid373057acid1276","NF-kB","NF-kB nuclear content",129.897754931429,"","",1
"waid373052acid1276","NF-kB","NF-kB nuclear content",163.198841098423,"","",1
"waid373055acid1276","NF-kB","NF-kB nuclear content",136.28082475272,"","",1
"waid373058acid1276","NF-kB","NF-kB nuclear content",136.903860504379,"","",1
"waid373146acid1276","NF-kB","NF-kB nuclear content",144.334087728535,"","",1
"waid373149acid1276","NF-kB","NF-kB nuclear content",131.973186679447,"","",1
"waid373152acid1276","NF-kB","NF-kB nuclear content",122.253364924695,"","",1
"waid373147acid1276","NF-kB","NF-kB nuclear content",147.004281915702,"","",1
"waid373150acid1276","NF-kB","NF-kB nuclear content",134.703110779979,"","",1
"waid373153acid1276","NF-kB","NF-kB nuclear content",124.293810924345,"","",1
"waid373148acid1276","NF-kB","NF-kB nuclear content",144.655067293629,"","",1
"waid373151acid1276","NF-kB","NF-kB nuclear content",121.139571431963,"","",1
"waid373154acid1276","NF-kB","NF-kB nuclear content",122.267174791552,"","",1
"waid373347acid1276","NF-kB","NF-kB nuclear content",61.2724818116231,"","",1
"waid373348acid1276","NF-kB","NF-kB nuclear content",64.9269123670902,"","",1
"waid373349acid1276","NF-kB","NF-kB nuclear content",63.0629640412988,"","",1
"waid373539acid1276","NF-kB","NF-kB nuclear content",62.6015013875053,"","",1
"waid373540acid1276","NF-kB","NF-kB nuclear content",74.4172949643032,"","",1
"waid373541acid1276","NF-kB","NF-kB nuclear content",77.6730575211948,"","",1
"waid372963acid1276","NF-kB","NF-kB nuclear content",84.9477635032272,"","",1
"waid372964acid1276","NF-kB","NF-kB nuclear content",91.4354267091177,"","",1
"waid372965acid1276","NF-kB","NF-kB nuclear content",82.1633846613108,"","",1
"waid373443acid1276","NF-kB","NF-kB nuclear content",109.070850965586,"","",1
"waid373444acid1276","NF-kB","NF-kB nuclear content",108.978926473594,"","",1
"waid373445acid1276","NF-kB","NF-kB nuclear content",106.427253840986,"","",1
"waid373251acid1276","NF-kB","NF-kB nuclear content",99.8269002450929,"","",1
"waid373252acid1276","NF-kB","NF-kB nuclear content",112.872943562308,"","",1
"waid373253acid1276","NF-kB","NF-kB nuclear content",103.564268039155,"","",1
"waid373635acid1276","NF-kB","NF-kB nuclear content",37.492937119519,"","",1
"waid373636acid1276","NF-kB","NF-kB nuclear content",37.6964719418419,"","",1
"waid373637acid1276","NF-kB","NF-kB nuclear content",39.2213654006971,"","",1
"waid373059acid1276","NF-kB","NF-kB nuclear content",58.9959822073673,"","",1
"waid373060acid1276","NF-kB","NF-kB nuclear content",46.2667773004555,"","",1
"waid373061acid1276","NF-kB","NF-kB nuclear content",44.1586845003824,"","",1
"waid373155acid1276","NF-kB","NF-kB nuclear content",50.7581430021939,"","",1
"waid373156acid1276","NF-kB","NF-kB nuclear content",51.8504400330503,"","",1
"waid373157acid1276","NF-kB","NF-kB nuclear content",38.8978022968519,"","",1
"waid373422acid1276","NF-kB","NF-kB nuclear content",60.4101327135982,"","",1
"waid373431acid1276","NF-kB","NF-kB nuclear content",54.6163212610079,"","",1
"waid373432acid1276","NF-kB","NF-kB nuclear content",55.3911909465179,"","",1
"waid373433acid1276","NF-kB","NF-kB nuclear content",66.4928093041926,"","",1
"waid373423acid1276","NF-kB","NF-kB nuclear content",53.1433013733838,"","",1
"waid373424acid1276","NF-kB","NF-kB nuclear content",42.5526679509647,"","",1
"waid373425acid1276","NF-kB","NF-kB nuclear content",47.2314077030335,"","",1
"waid373426acid1276","NF-kB","NF-kB nuclear content",46.519269408805,"","",1
"waid373427acid1276","NF-kB","NF-kB nuclear content",50.8626278924192,"","",1
"waid373428acid1276","NF-kB","NF-kB nuclear content",50.3701834167224,"","",1
"waid373429acid1276","NF-kB","NF-kB nuclear content",48.2391038732005,"","",1
"waid373430acid1276","NF-kB","NF-kB nuclear content",49.3289829183316,"","",1
"waid373614acid1276","NF-kB","NF-kB nuclear content",68.6546390698054,"","",1
"waid373623acid1276","NF-kB","NF-kB nuclear content",67.8305137637769,"","",1
"waid373624acid1276","NF-kB","NF-kB nuclear content",74.7808841777742,"","",1
"waid373625acid1276","NF-kB","NF-kB nuclear content",69.8020641073358,"","",1
"waid373615acid1276","NF-kB","NF-kB nuclear content",69.3394613765806,"","",1
"waid373616acid1276","NF-kB","NF-kB nuclear content",71.7550422694131,"","",1
"waid373617acid1276","NF-kB","NF-kB nuclear content",64.7592168844972,"","",1
"waid373618acid1276","NF-kB","NF-kB nuclear content",70.1233158838002,"","",1
"waid373619acid1276","NF-kB","NF-kB nuclear content",65.047722920366,"","",1
"waid373620acid1276","NF-kB","NF-kB nuclear content",68.0269076816236,"","",1
"waid373621acid1276","NF-kB","NF-kB nuclear content",66.3148913355692,"","",1
"waid373622acid1276","NF-kB","NF-kB nuclear content",68.7289510889088,"","",1
"waid373038acid1276","NF-kB","NF-kB nuclear content",102.368302826709,"","",1
"waid373047acid1276","NF-kB","NF-kB nuclear content",76.4222091828901,"","",1
"waid373048acid1276","NF-kB","NF-kB nuclear content",85.4436020658256,"","",1
"waid373049acid1276","NF-kB","NF-kB nuclear content",76.7342704395229,"","",1
"waid373039acid1276","NF-kB","NF-kB nuclear content",87.5394609753211,"","",1
"waid373040acid1276","NF-kB","NF-kB nuclear content",88.0508729723459,"","",1
"waid373041acid1276","NF-kB","NF-kB nuclear content",64.4714766605885,"","",1
"waid373042acid1276","NF-kB","NF-kB nuclear content",77.7447136559488,"","",1
"waid373043acid1276","NF-kB","NF-kB nuclear content",74.8984506731027,"","",1
"waid373044acid1276","NF-kB","NF-kB nuclear content",78.3463329134371,"","",1
"waid373045acid1276","NF-kB","NF-kB nuclear content",74.3144136594929,"","",1
"waid373046acid1276","NF-kB","NF-kB nuclear content",81.1772428268756,"","",1
"waid373518acid1276","NF-kB","NF-kB nuclear content",94.6655567491337,"","",1
"waid373527acid1276","NF-kB","NF-kB nuclear content",89.3160079777455,"","",1
"waid373528acid1276","NF-kB","NF-kB nuclear content",90.2634656546321,"","",1
"waid373529acid1276","NF-kB","NF-kB nuclear content",87.3036767648785,"","",1
"waid373519acid1276","NF-kB","NF-kB nuclear content",95.1013579854118,"","",1
"waid373520acid1276","NF-kB","NF-kB nuclear content",93.4369148144004,"","",1
"waid373521acid1276","NF-kB","NF-kB nuclear content",93.3915360020396,"","",1
"waid373522acid1276","NF-kB","NF-kB nuclear content",93.6876753843984,"","",1
"waid373523acid1276","NF-kB","NF-kB nuclear content",89.3003104399243,"","",1
"waid373524acid1276","NF-kB","NF-kB nuclear content",85.2617832525843,"","",1
"waid373525acid1276","NF-kB","NF-kB nuclear content",90.0197505185676,"","",1
"waid373526acid1276","NF-kB","NF-kB nuclear content",90.4381305760752,"","",1
"waid373326acid1276","NF-kB","NF-kB nuclear content",95.1059564372449,"","",1
"waid373335acid1276","NF-kB","NF-kB nuclear content",88.4563926752365,"","",1
"waid373336acid1276","NF-kB","NF-kB nuclear content",92.9049906482799,"","",1
"waid373337acid1276","NF-kB","NF-kB nuclear content",80.1198470791867,"","",1
"waid373327acid1276","NF-kB","NF-kB nuclear content",103.255670358599,"","",1
"waid373328acid1276","NF-kB","NF-kB nuclear content",105.621449799563,"","",1
"waid373329acid1276","NF-kB","NF-kB nuclear content",91.8020934686268,"","",1
"waid373330acid1276","NF-kB","NF-kB nuclear content",90.349501781576,"","",1
"waid373331acid1276","NF-kB","NF-kB nuclear content",87.5737285709009,"","",1
"waid373332acid1276","NF-kB","NF-kB nuclear content",91.0468163326775,"","",1
"waid373333acid1276","NF-kB","NF-kB nuclear content",89.1719590496544,"","",1
"waid373334acid1276","NF-kB","NF-kB nuclear content",100.185602986163,"","",1
"waid373710acid1276","NF-kB","NF-kB nuclear content",40.7340804862853,"","",1
"waid373719acid1276","NF-kB","NF-kB nuclear content",38.8191359278368,"","",1
"waid373720acid1276","NF-kB","NF-kB nuclear content",37.4506500845626,"","",1
"waid373721acid1276","NF-kB","NF-kB nuclear content",38.8260142434142,"","",1
"waid373711acid1276","NF-kB","NF-kB nuclear content",43.9145499690371,"","",1
"waid373712acid1276","NF-kB","NF-kB nuclear content",40.1574625778566,"","",1
"waid373713acid1276","NF-kB","NF-kB nuclear content",40.6859004363015,"","",1
"waid373714acid1276","NF-kB","NF-kB nuclear content",39.1902954926713,"","",1
"waid373715acid1276","NF-kB","NF-kB nuclear content",36.8123567766551,"","",1
"waid373716acid1276","NF-kB","NF-kB nuclear content",38.8031658790416,"","",1
"waid373717acid1276","NF-kB","NF-kB nuclear content",38.7332796818939,"","",1
"waid373718acid1276","NF-kB","NF-kB nuclear content",37.3857910909032,"","",1
"waid373134acid1276","NF-kB","NF-kB nuclear content",44.5468974998969,"","",1
"waid373143acid1276","NF-kB","NF-kB nuclear content",50.3618924608578,"","",1
"waid373144acid1276","NF-kB","NF-kB nuclear content",45.8397034302354,"","",1
"waid373145acid1276","NF-kB","NF-kB nuclear content",38.9774989015052,"","",1
"waid373135acid1276","NF-kB","NF-kB nuclear content",50.2106447558889,"","",1
"waid373136acid1276","NF-kB","NF-kB nuclear content",48.50410135959,"","",1
"waid373137acid1276","NF-kB","NF-kB nuclear content",44.4638608872276,"","",1
"waid373138acid1276","NF-kB","NF-kB nuclear content",45.279009206695,"","",1
